"x"
"Eucalyptus cupularis"
"Eucalyptus apodophylla subsp. provecta"
"Eucalyptus alba"
"Eucalyptus mooreana"
"Eucalyptus herbertiana"
"Eucalyptus houseana"
"Eucalyptus platyphylla"
"Eucalyptus rudis"
"Eucalyptus amplifolia subsp. amplifolia"
"Eucalyptus nudicaulis"
"Eucalyptus vicina"
"Eucalyptus lockyeri"
"Eucalyptus dealbata"
"Eucalyptus nanderwairca"
"Eucalyptus aggregata"
"Eucalyptus interstans"
"Eucalyptus blakelyi"
"Eucalyptus infera"
"Eucalyptus camaldulensis subsp. camaldulensis"
"Eucalyptus dwyeri"
"Eucalyptus morrisii"
"Eucalyptus glaucina"
"Eucalyptus tereticornis subsp. tereticornis"
"Eucalyptus flindersii"
"Eucalyptus brassiana"
"Eucalyptus tintinnans"
"Eucalyptus pellita"
"Eucalyptus grandis"
"Eucalyptus saligna"
"Eucalyptus resinifera subsp. resinifera"
"Eucalyptus scias subsp. scias"
"Eucalyptus gregoriensis"
"Eucalyptus prava"
"Eucalyptus canaliculata"
"Eucalyptus pumila"
"Eucalyptus grisea"
"Eucalyptus cosmophylla"
"Eucalyptus brunnea"
"Eucalyptus michaeliana"
"Eucalyptus parramattensis subsp. parramattensis"
"Eucalyptus disclusa"
"Eucalyptus leucophloia subsp. euroa"
"Eucalyptus seeana"
"Eucalyptus hallii"
"Eucalyptus major"
"Eucalyptus propinqua"
"Eucalyptus botryoides"
"Eucalyptus morrisbyi"
"Eucalyptus quadrangulata"
"Eucalyptus neglecta"
"Eucalyptus angophoroides"
"Eucalyptus globulus subsp. globulus"
"Eucalyptus cordata"
"Eucalyptus elaeophloia"
"Eucalyptus imlayensis"
"Eucalyptus gunnii"
"Eucalyptus dalrympleana subsp. dalrympleana"
"Eucalyptus goniocalyx subsp. goniocalyx"
"Eucalyptus nortonii"
"Eucalyptus splendens subsp. splendens"
"Eucalyptus viminalis subsp. viminalis"
"Eucalyptus nitens"
"Eucalyptus cypellocarpa"
"Eucalyptus longifolia"
"Eucalyptus sturgissiana"
"Eucalyptus ignorabilis"
"Eucalyptus rodwayi"
"Eucalyptus wilcoxii"
"Eucalyptus alligatrix subsp. alligatrix"
"Eucalyptus mannifera subsp. mannifera"
"Eucalyptus macarthurii"
"Eucalyptus vernicosa"
"Eucalyptus parvula"
"Eucalyptus brookeriana subsp. brookeriana"
"Eucalyptus quinniorum"
"Eucalyptus pulverulenta"
"Eucalyptus rubida subsp. rubida"
"Eucalyptus aromaphloia subsp. aromaphloia"
"Eucalyptus conspicua"
"Eucalyptus ovata var. ovata"
"Eucalyptus acaciiformis"
"Eucalyptus alaticaulis"
"Eucalyptus benthamii"
"Eucalyptus badjensis"
"Eucalyptus cinerea subsp. triplex"
"Eucalyptus denticulata"
"Eucalyptus glaucescens"
"Eucalyptus fulgens"
"Eucalyptus recurva"
"Eucalyptus perriniana"
"Eucalyptus saxatilis"
"Eucalyptus cephalocarpa"
"Eucalyptus canobolensis"
"Eucalyptus corticosa"
"Eucalyptus nicholii"
"Eucalyptus nobilis"
"Eucalyptus elliptica"
"Eucalyptus scoparia"
"Eucalyptus baeuerlenii"
"Eucalyptus microneura"
"Eucalyptus smithii"
"Eucalyptus yarraensis"
"Eucalyptus kitsoniana"
"Eucalyptus barberi"
"Eucalyptus malacoxylon"
"Eucalyptus bridgesiana"
"Eucalyptus dunnii"
"Eucalyptus retinens"
